FECHA DE ULTIMA ACTUALIZACION DE INFORMACION,REGION,SERVICIO DE SALUD,COMUNA,COD. DEIS PUNTO (DONDE TRIBUTA RNI),NOMBRE DEL PUNTO ,DIRECCION DEL PUNTO,LATITUD,LONGITUD,HORARIO HÁBIL,EXTENSIÓN HORARIA,TIPO DE PUNTO ,CAMPAÑA ASOCIADA,OBSERVACIONES ,Fecha de actualización
31-05-2024,TARAPACA,S.S. TARAPACÁ,IQUIQUE,102302,CESFAM CIRUJANO GUZMAN,PEDRO PRADO 2736,-20287116.0,-70143668.0,"LUNES A VIERNES 08:30 A 19:00 HRS., SABADO 09:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,IQUIQUE,102300,CESFAM CIRUJANO AGUIRRE,PASAJE 3 PINTADOS S/N,-20287116.0,-70143668.0,"LUNES A VIERNES 08:30 A 19:00 HRS., SABADO 09:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,IQUIQUE,102306,CESFAM SUR,AVENIDA PLAYA EL AGUILA SIN NUMERO,-20287116.0,-70143668.0,"LUNES A VIERNES 08:30 A 19:00 HRS., SABADO 09:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,IQUIQUE,102301,CESFAM VIDELA,ARTURO FERNANDEZ 44,-20287116.0,-70143668.0,"LUNES A VIERNES 08:30 A 19:00 HRS., SABADO 09:00 A 13:00",SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,CAMIÑA,102309,CONSULTORIO GRAL RURAL CAMIÑA,ARTURO PRAT S/N°,-19313005.0,-69427211.0,LUNES A VIERNES DESDE 9:00 A 12:30 - 14:00 A 16:30,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,PICA,102304,CESFAM JUAN MARQUES VISMARRA,JUAN MARQUES S/N,-20491946.0,-69330165.0,LUNES A VIERNRES DE 08:30 A 13:00 Y 14:00 A 16:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,POZO ALMONTE,102303,CESFAM POZO ALMONTE,ESTACION 748,,,LUNES A VIERNES 08:30 A 19:30 SABADO DE 08:30 A 12:30,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,HUARA,102308,CESFAM DR.AMADOR NEGHME RODRIGUEZ,FRANCISCO SAAVEDRA S/N,-696675,-1959052,LUNES A VIERNES 09:00 - 16:30,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,COLCHANE,102310,CGR COLCHANE,CALLE 3 PONIENTE 4208,,,LUNES A JUEVES DE 09:30 A 17:30 VIERNES DE 08:00 A 15:30,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
31-05-2024,TARAPACA,S.S. TARAPACÁ,IQUIQUE,102201,CLINICA TARAPACA,BARROS ARANA 1550,,,LUNES A VIERNES 10:00 A 17:00 HRS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,CALAMA,,CESFAM CENTRAL DE CALAMA,FELIX HOYOS 2334,-2245829,-6893013,"LUNES- MARTES Y JUEVES 09:00 A 16:00 HORAS, MIERCOLES Y VIERNES 09:00 A 13:00 HORAS",NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,CALAMA,,CESFAM ALEMANIA,COLONIA 2633,-224535,-6893997,LUNES A JUEVES 08:30 A 16:00 HORAS Y VIERNES 08:30 A 13:00 HORAS,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,CALAMA,,CESFAM ENRIQUE MONTT,AVENIDA GRANADEROS 3698,-2244212,-6892727,"LUNES- MARTES Y JUEVES 08:30 A 15:45 HORAS, MIERCOLES Y VIERNES 08:30 A 12:45 HORAS",NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM CENTRAL ORIENTE,AVENIDA ALBERTO HURTADO S/N,-2365034,-7038578,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM VALDIVIESO,CERRO PEDREGAL 8755,-2.358.683,-7.037.635,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM NORTE,PASAJE ZAMBRANO/HUAMACHUCO,-2359641,-7038052,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM JUAN PABLO II,HUAMACHUCO C/JULIO MONTT SALAMANCA,-235818137,-7038129,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM RENDIC,AVENIDA RENDIC 6071,-236155,-70383,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM CENTRO SUR,NIEBLA 850,-2366644,-7040356,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM CORVALLIS,SALVADOR ALLENDE 1370,-236286,-7038024,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,,CESFAM DRA. MARIA CRISTINA ROJAS,HILDA CRUZ 10130,-23569789,-7037702,LUNES A VIERNES DE 08:30 A 19:30 HORAS,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,MEJILLONES,,VACUNATORIO HOSPITAL COMUNITARIO MEJILLONES,AVENIDA BERNARDO O´HIGGINS 451,-2310251,-7044623,LUNES A VIERNES DE 08:30 A 19:00 SABADOS DE 09:00 A 13:00,SI,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,TOCOPILLA,,VACUNATORIO HOSPITAL MARCOS MACUADA,SANTA ROSA S/N,-22088382,-7040111,LUNES A JUEVES 09:00 A 16:00 VIERNES 08:30 A 15:00 HORAS,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,TALTAL,,VACUNATORIO HOSPITAL 21 DE MAYO,O´HIGGINS 450,-25408169,-7048097,LUNES A JUEVES 08:30 A 16:30 VIERNES 08:30 A 15:30,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,MARIA ELENA,,CESFAM GONZALO PINTO FLORES,DIEGO ALMAGRO S/N,-22341088,-6966415,"LUNES A JUEVES DE 08:00 A 13:00 Y DE 14:00 A 16:00, DÍA VIERNES DE 08:00 A 13:00 Y DE 14:00 A 15:00",NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,SAN PEDRO DE ATACAMA,,CESFAM SAN PEDRO DE ATACAMA,GUSTAVO LE PEIGE 377,-22910658,-6819936,LUNES A JUEVES 08:30 A 16:30 Y VIERNES DE 08:00 A 13:00,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,SIERRA GORDA,,POSTA DE SALUD RURAL SIERRA GORDA,SALVADOR ALLENDE 212,-22890859,-693209,LUNES A JUEVES 09:00 A 17:00 Y VIERNES 09:00  A 16:00,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,BAQUEDANO,,POSTA DE SALUD RURAL BAQUEDANO,ACONCAGUA S/N,-23.335.784,-7.040.023,LUNES A JUEVES 09:00 A 17:00 Y VIERNES 09:00 A 16:00,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,MEJILLONES,103-104,CRAM,ALMIRANTE CASTILLO 298,,,JUEVES 23 DE MAYO DE 09:00 A 16:00 HORAS,NO,EXTRAMURO,COVID-19  E INFLUENZA,SI,
17-05-2024,ANTOFAGASTA,S.S. ANTOFAGASTA,ANTOFAGASTA,200-216,PUNTO DE VACUNACIÓN EN CECOSF LA CHIMBA,LOS RUIBIES S/N,,,LUNES A JUEVES 09:30 A 15:30 Y VIERNES DE 09:30 A 14:30,NO,INTRAMURO,COVID-19  E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,FREIRINA,104314,CESFAM FREIRINA,SANTIAGO ZAVALA S/N,-2850927,-71074716,"LUNES A JUEVES DE 08:30 A 16:30 Y VIERNES HASTA LAS 15:30 HORAS
",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,HUASCO,104319,CES JUAN VERDAGUER,FRANCISCO PIZARRO 495,-2846876,-71217844,LUNES A JUEVES 9:00 A 16:00 Y VIERNES HASTA 15.00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,HUASCO,104416,POSTA JEREMIAS CORTES,CARRETERA S/N HUASCO BAJO,-2847191,-71180595,LUNES A JUEVES 9:00 A 16:00 Y VIERNES HASTA 15:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,VALLENAR,104316,CESFAM BAQUEDANO,PERU,-2857807,-70744882,LUNES A VIERNES DE 8:30 A 19:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,VALLENAR,104313,CESFAM ESTACION,RAMIREZ,-2857223,-70764471,LUNES A VIERNES DE 8:30 A 16:30 HORAS MIERCOLES 29-05 HASTA LAS 19:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,VALLENAR,104315,CESFAM CARRERA,LAUTARO,-2857163,-70760724,LUNES A  VIERNES  8:30 A 16:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,VALLENAR,104317,CESFAM JOAN CRAWFORD,ESPANA,-2859047,-70758299,LUNES A  VIERNES DE 8:30 A 19:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104305,CENTRO DE SALUD FAMILIAR CANDELARIA ROSARIO,VALLENAR 1003,-2737772,-70338653,LUNES A  VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104321,CENTRO DE SALUD FAMILIAR DR. BERNARDO MELLIBOVSKY,AVENIDA LOS LOROS 1874,-2736883,-70312118,LUNES A VIERNES DE 8:30 A 16:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104302,CENTRO DE SALUD FAMILIAR JUAN MARTINEZ,BATALLON ATACAMA 246,-2736075,-7034532,LUNES A VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104303,CENTRO DE SALUD FAMILIAR PEDRO LEON GALLO,FLORA NORMILLA 1007,-273596,-70326363,LUNES A VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104307,CENTRO DE SALUD FAMILIAR PAIPOTE,LAS DELICIAS,-274142,-70271182,LUNES A VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104300,CENTRO DE SALUD FAMILIAR SANTA ELVIRA,LOS AROMOS 1917,-2737934,-7032242,LUNES A VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104306,CENTRO DE SALUD FAMILIAR MANUEL RODRIGUEZ,LUIS FLORES,-2737562,-703158,LUNES A VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104304,CENTRO DE SALUD FAMILIAR ROSARIO-PALOMAR,VICUNA1079 ESQUINA SALITRERA PAPOSO,-2738332,-70335486,LUNES A VIERNES 08:30 A 16:00 HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,TIERRA AMARILLA,104308,VACUNATORIO CESFAM,LORENZO JOFRE,-2746876,-70266738,"LUNES, MIERCOLES Y VIERNES 08:30 A 19:30/ MARTES Y JUEVES  08:30 A 17:00 HORAS
",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,CALDERA,104301,CESFAM,CANAL DE BEAGLE,-2707363,-70824478,"LUNES A  JUEVES 09:00 A 16:30 HRS Y VIERNES HASTA LAS 15:30 HORAS 
",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,CHAÑARAL,104309,VACUNATORIO CESFAM,ARTURO PRAT 1595,-2633715,-70615114,LUNES A JUEVES DE 8:30 A 16:00 HORAS Y VIERNES HASTA LAS 15:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,DIEGO DE ALMAGRO,104311,CES,COBRESAL 2428,-2625326,-69622205,"LUNES A JUEVES 08:00 A 17:00
VIERNES HASTA 15.30.",NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,DIEGO DE ALMAGRO,104102,HOSPITAL COMUNITARIO DR. FLORENCIO VARGAS,,,,LUNES A JUEVES DE 8:30 A 16:00 HORAS Y VIERNES HASTA LAS 15:00 HORAS/ MARTES Y JUEVES DE  17:00 A 20:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,HUASCO,104104,HOSPITAL COMUNITARIO DR. MANUEL MAGALHAES,,,,LUNES A JUEVES  8:30 A 16:00 HORAS Y VIERNES HASTA LAS 15:00 HORAS,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
28-05-2024,ATACAMA,S.S. ATACAMA,COPIAPÓ,104100,HOSPITAL REGIONAL DE COPIAPÓ,LOS CARRERA 1320,,,SABADO 01-06 10:00 A 16:00 HORAS,NO,RONDA RURAL,COVID-19 E INFLUENZA,SI,
06-06-2024,COQUIMBO,S.S. COQUIMBO,LA SERENA,105302,CESFAM PEDRO AGUIRRE CERDA,EMILIO BELLO 918,-29916262,-71218616,LUNES A VIERNES 09:00 A 16:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-06-2024,COQUIMBO,S.S. COQUIMBO,LA SERENA,105313,CESFAM EMILIO SCHAFFHAUSER,FRANCISCO DE AGUIRRE,-29905735,-71249671,LUNES A VIERNES 09:00 A 16:00 Y DE 17 A 19:30HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,LA SERENA,105300,CESFAM CARDENAL CARO,4 ESQUINAS,-29932999,-71258386,LUNES A VIERNES 09:00 A 16:00 Y DE 17 A 19:30HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,LA SERENA,105301,CESFAM LAS COMPANIAS,ESMERALDA,-29878288,-71245085,LUNES A VIERNES 09:00 A 16:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,LA SERENA,105325,CESFAM JUAN PABLO II,ISIDORA CAMPANA 3397,-29868311,-7123022,LUNES A VIERNES 09:00 A 16:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,105305,CESFAM TIERRAS BLANCAS.,LINARES 915,-29962321,-71255844,LUNES A JUEVES 9:00 A 12:30 - 14:00 A 16:00  VIERNES 9:00 A 12:30 - 14:00 A 15:00 .,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,105305,SAPUDENT TIERRAS BLANCAS,LINARES 915,-29962321,-71255844,DOMINGO 09 A 13HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,105303,CESFAM SAN JUAN,J J OLIVER,-29975433,-71325497,LUNES A JUEVES 09:00 A 16:00 / VIERNES 09:00 A 15:00 .,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,105323,CESFAM SERGIO AGUILAR,ALESSANDRI 1035,-29970466,-71336184,LUNES A JUEVES 9:00 A 12:30 - 14:00 A 16:00 / VIERNES 9:00 A12:30 - 14:00 A 15:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,200607,CESFAM LILA CORTES,REGIMIENTO ARICA TIERRAS BLANCAS 1405,-29956171,-71246448,LUNES A JUEVES 9:00 A 12:50 - 14:00 A 16:00 / VIERNES 9:00 A 12:50 - 14:00 A 15:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,200494,CESFAM EL SAUCE,LOS OLIVOS SECTOR EL SAUCE 851,-29995883,-71336308,LUNES A JUEVES 09:00 A 15:45 / VIERNES 09:00 A 14:30.  SABADO 09 A 13HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,105321,CESFAM TONGOY,FUNDICION NORTE 127,-30257939,-71491396,LUNES A JUEVES 09:30 A 16:00 / VIERNES 09:30 A 14:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,200499,CESFAM PAN DE AZUCAR,CALLEJON RIPAMONTI PAN DE AZUCAR,-30055551,-7125103,LUNES A JUEVES 8:45 A 13:00 - 14:00 A 16:00 / VIERNES 8:45 A 13:00 - 14:00 A 15:00. MIERCOLES 17 A 19:30HRS. / *ULTIMO VIERNES DE CADA MES: 08:45 A 12:30. MIERCOLES 17 A 19:30HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,COQUIMBO,105304,CESFAM SANTA CECILIA,LAS HERAS 1100,-29951125,-71342844,LUNES A JUEVES 9:00 A 12:50 - 14:00 A 15:45 / VIERNES 9:00 A 12:50 - 14:00 A 14:45 .,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-06-2024,COQUIMBO,S.S. COQUIMBO,ANDACOLLO,105106,HOSPITAL DE ANDACOLLO: VACUNATORIO,URMENETA 2,-302396221,-71085513,LUNES A JUEVES 08:30 A 13:00- 14:30 A 16:30 / VIERNES 08:30 A 13:00- 14:30 A 16:00,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
06-06-2024,COQUIMBO,S.S. COQUIMBO,LA HIGUERA,105314,CESFAM LA HIGUERA,LA PAZ,-29508284,-71199675,LUNES A JUEVES 08:45 A 16:30. VIERNES 08:45 A 15:30HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,VICUÑA,200538,CESFAM SAN ISIDRO DE CALINGASTA,18 DE SEPTIEMBRE LOCALIDAD DE CALINGASTA 101,-30024322,-70693847,LUNES A VIERNES 09:00 A 16:00.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,PAIHUANO,105306,CESFAM DE PAIHUANO,BALMACEDA,-30025243,-70517648,LUNES A JUEVES 08:30 A 16:30 Y VIERNES 08:30 A 15HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,PAIHUANO,105306,PSR PISCO ELQUI,PLAZA PISCO ELQUI,,,LUNES A JUEVES 09 A 15HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,OVALLE,105322,CESFAM MARCOS MACUADA OGALDE,COVARRUBIAS 260,-30598081,-71195373,LUNES A JUEVES 09:00 A 16:00 VIERNES 09:00 A 14:00.  MIERCOLES 17 A 19:30HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,OVALLE,200569,CESFAM FRAY JORGE,JORGE EDWARD 543,-30610738,-71202179,LUNES A JUEVES 09:00 A 16:00 VIERNES 09:00 A 14:00.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,OVALLE,105317,CESFAM JORGE JORDAN DOMIC,MAGALLANES MOURE 794,-30590112,-71192739,LUNES A JUEVES 09:00 A 16:00 VIERNES 09:00 A 14:00. LUNES 17 A 19HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,OVALLE,105315,CESFAM CERRILLOS DE TAMAYA,CERRILLOS DE TAMAYA,-30579312,-71408474,LUNES A JUEVES 09:00 A 16:00 VIERNES 09:00 A 14:00.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,OVALLE,105324,CESFAM SOTAQUI,CAMINO AL GUINDO,-30636087,-7111613,LUNES A JUEVES 09:00 A 15:00/ VIERNES 09:00 A 14 HRS.  SABADO 09 A 12:30HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,MONTE PATRIA,105307,CESFAM MONTE PATRIA,PONIU 80,-30696155,-70958239,LUNES A JUEVES 09:00 A 12:00- 14:00 A 15:00/ VIERNES 09:00 A 12:00- 14:00 A 15:00.  LUNES 17 A 20HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,MONTE PATRIA,105318,CESFAM EL PALQUI,PEDRO LEON GALLO,-30767159,-70943783,LUNES A VIERNES 09:00 A 16:00. LUNES 17 A 20HRS.,SI,INTRAMURO,COVID-19 E INFLUENZA,SI,
6/6/2024,COQUIMBO,S.S. COQUIMBO,MONTE PATRIA,105311,CESFAM CHANARAL ALTO,BERNARDO OHIGGINS,-30886397,-7101516,LUNES A VIERNES 09:00 A 16:00. MIERCOLES 17 A 20HRS.,NO,INTRAMURO,COVID-19 E INFLUENZA,SI,
